keyge,word
GLRA4B,GLRA4B
GLRB,GLRB
GLRBA,GLRBA
GLRBB,GLRBB
GLRP1,GLRP1
GLRX,GLRX
GLRX-10,GLRX-10
GLRX-21,GLRX-21
GLRX2,GLRX2
GLRX3,GLRX3
GLRX3P2,GLRX3P2
GLRX5,GLRX5
GLRXP3,GLRXP3
GLS,GLS
GLS-1,GLS-1
GLS2,GLS2
GLS2A,GLS2A
GLS2B,GLS2B
GLSA,GLSA
GLSB,GLSB
GLSL,GLSL
GLT,GLT
GLT-3,GLT-3
GLT-5,GLT-5
GLT1D1,GLT1D1
GLT28D2,GLT28D2
GLT6D1,GLT6D1
GLT8D1,GLT8D1
GLT8D2,GLT8D2
GLTP,GLTP
GLTPA,GLTPA
GLTPB,GLTPB
GLTPD2,GLTPD2
GLTPP1,GLTPP1
GLTSCR1L,GLTSCR1L
GLTSCR2,GLTSCR2
GLUCLALPHA,GLUCLALPHA
GLUD1,GLUD1
GLUD1.S,GLUD1.S
GLUD1A,GLUD1A
GLUD1B,GLUD1B
GLUD1P2,GLUD1P2
GLUD1P3,GLUD1P3
GLUD2,GLUD2
GLUL,GLUL
GLULA,GLULA
GLULB,GLULB
GLULC,GLULC
GLUPRORS,GLUPRORS
GLURIB,GLURIB
GLUT1,GLUT1
GLY-1,GLY-1
GLY-11,GLY-11
GLY-13,GLY-13
GLY-19,GLY-19
GLY-20,GLY-20
GLY-7,GLY-7
GLY-8,GLY-8
GLYAT,GLYAT
GLYATL1,GLYATL1
GLYATL2,GLYATL2
GLYATL3,GLYATL3
GLYCAM1,GLYCAM1
GLYCTK,GLYCTK
GLYP,GLYP
GLYR1,GLYR1
GLYRS,GLYRS
GLYS,GLYS
GM2A,GM2A
GMCL1,GMCL1
GMCL1L,GMCL1L
GMCL2,GMCL2
GMD-2,GMD-2
GMDS,GMDS
GMDS-DT,GMDS-DT
GMEB1,GMEB1
GMEB2,GMEB2
GMER,GMER
GMFB,GMFB
GMFG,GMFG
GMIP,GMIP
GML,GML
GML2,GML2
GMNC,GMNC
GMNN,GMNN
GMPPA,GMPPA
GMPPAA,GMPPAA
GMPPAB,GMPPAB
GMPPB,GMPPB
GMPPB.S,GMPPB.S
GMPR,GMPR
GMPR2,GMPR2
GMPS,GMPS
GMPSP1,GMPSP1
GNA-2,GNA-2
GNA11,GNA11
GNA11A,GNA11A
GNA11B,GNA11B
GNA12,GNA12
GNA12A,GNA12A
GNA13,GNA13
GNA13A,GNA13A
GNA13B,GNA13B
GNA14,GNA14
GNA14-AS1,GNA14-AS1
GNA14A,GNA14A
GNA15,GNA15
GNA15.1,GNA15.1
GNAI1,GNAI1
GNAI2,GNAI2
GNAI2A,GNAI2A
GNAI2B,GNAI2B
GNAI3,GNAI3
GNAIA,GNAIA
GNAL,GNAL
GNAL2,GNAL2
GNAO1,GNAO1
GNAO1.S,GNAO1.S
GNAO1A,GNAO1A
GNAO1B,GNAO1B
GNAQ,GNAQ
GNAS,GNAS
GNAS-AS1,GNAS-AS1
GNASAS1,GNASAS1
GNAT1,GNAT1
GNAT1.L,GNAT1.L
GNAT1.S,GNAT1.S
GNAT2,GNAT2
GNAT3,GNAT3
GNAV1,GNAV1
GNAZ,GNAZ
GNB1,GNB1
GNB1-DT,GNB1-DT
GNB1A,GNB1A
GNB1B,GNB1B
GNB1L,GNB1L
GNB2,GNB2
GNB3,GNB3
GNB3A,GNB3A
GNB3B,GNB3B
GNB4,GNB4
GNB4B,GNB4B
GNB5,GNB5
GNB5A,GNB5A
GNB5B,GNB5B
GNBP-LIKE3,GNBP-LIKE3
GNBP1,GNBP1
GNBP2,GNBP2
GNBP3,GNBP3
GNE,GNE
GNG10,GNG10
GNG11,GNG11
GNG12,GNG12
GNG12-AS1,GNG12-AS1
GNG12A,GNG12A
GNG13,GNG13
GNG13A,GNG13A
GNG13B,GNG13B
GNG14,GNG14
GNG2,GNG2
GNG3,GNG3
GNG4,GNG4
GNG5,GNG5
GNG5-PS,GNG5-PS
GNG7,GNG7
GNG8,GNG8
GNGT1,GNGT1
GNGT2,GNGT2
GNGT2.1,GNGT2.1
GNGT2A,GNGT2A
GNGT2B,GNGT2B
GNL1,GNL1
GNL2,GNL2
GNL3,GNL3
GNL3L,GNL3L
GNL3LP1,GNL3LP1
GNLY,GNLY
GNMT,GNMT
GNPAT,GNPAT
GNPDA1,GNPDA1
GNPDA2,GNPDA2
GNPNAT1,GNPNAT1
GNPTAB,GNPTAB
GNPTG,GNPTG
GNRH,GNRH
GNRH-R1,GNRH-R1
GNRH-R2,GNRH-R2
GNRH1,GNRH1
GNRH2,GNRH2
GNRH3,GNRH3
GNRHR,GNRHR
GNRHR1,GNRHR1
GNRHR2,GNRHR2
GNRHR2/NMI,GNRHR2/NMI
GNRHR2P1,GNRHR2P1
GNRHR3,GNRHR3
GNRHR4,GNRHR4
GNRR-4,GNRR-4
GNRR-6,GNRR-6
GNS,GNS
GNSA,GNSA
GNSB,GNSB
GNU,GNU
GOA-1,GOA-1
GOBP1,GOBP1
GOBP2,GOBP2
GOL,GOL
GOLGA1,GOLGA1
GOLGA2,GOLGA2
GOLGA2P10,GOLGA2P10
GOLGA2P11,GOLGA2P11
GOLGA2P2Y,GOLGA2P2Y
GOLGA2P5,GOLGA2P5
GOLGA2P6,GOLGA2P6
GOLGA2P7,GOLGA2P7
GOLGA3,GOLGA3
GOLGA4,GOLGA4
GOLGA5,GOLGA5
GOLGA6A,GOLGA6A
GOLGA6B,GOLGA6B
GOLGA6C,GOLGA6C
GOLGA6D,GOLGA6D
GOLGA6L1,GOLGA6L1
GOLGA6L10,GOLGA6L10
GOLGA6L2,GOLGA6L2
GOLGA6L4,GOLGA6L4
GOLGA6L5P,GOLGA6L5P
GOLGA6L6,GOLGA6L6
GOLGA6L7,GOLGA6L7
GOLGA6L9,GOLGA6L9
GOLGA7,GOLGA7
GOLGA7B,GOLGA7B
GOLGA7B-DT,GOLGA7B-DT
GOLGA7BA,GOLGA7BA
GOLGA7BB,GOLGA7BB
GOLGA8A,GOLGA8A
GOLGA8B,GOLGA8B
GOLGA8DP,GOLGA8DP
GOLGA8EP,GOLGA8EP
GOLGA8F,GOLGA8F
GOLGA8G,GOLGA8G
GOLGA8H,GOLGA8H
GOLGA8IP,GOLGA8IP
GOLGA8K,GOLGA8K
GOLGA8M,GOLGA8M
GOLGA8N,GOLGA8N
GOLGA8O,GOLGA8O
GOLGA8R,GOLGA8R
GOLGA8S,GOLGA8S
GOLGA8T,GOLGA8T
GOLGB1,GOLGB1
GOLIM4,GOLIM4
GOLIM4A,GOLIM4A
GOLIM4B,GOLIM4B
GOLM1,GOLM1
GOLM2,GOLM2
GOLPH3,GOLPH3
GOLPH3L,GOLPH3L
GOLT1A,GOLT1A
GOLT1B,GOLT1B
GOLT1BB,GOLT1BB
GON4L,GON4L
GON7,GON7
GOPC,GOPC
GORAB,GORAB
GORASP1,GORASP1
GORASP1A,GORASP1A
GORASP1B,GORASP1B
GORASP2,GORASP2
GOS28,GOS28
GOSR1,GOSR1
GOSR2,GOSR2
GOT-1.2,GOT-1.2
GOT-2.1,GOT-2.1
GOT1,GOT1
GOT1L1,GOT1L1
GOT2,GOT2
GOT2A,GOT2A
GOT2B,GOT2B
GOT2P1,GOT2P1
GP150,GP150
GP1BA,GP1BA
GP1BB,GP1BB
GP2,GP2
GP210,GP210
GP5,GP5
GP6,GP6
GP9,GP9
GP93,GP93
GP96,GP96
GPA-10,GPA-10
GPA-11,GPA-11
GPA-14,GPA-14
GPA-16,GPA-16
GPA-17,GPA-17
GPA-4,GPA-4
GPA-6,GPA-6
GPA33,GPA33
GPA33A,GPA33A
GPA33B,GPA33B
GPAA-1,GPAA-1
GPAA1,GPAA1
GPALPP1,GPALPP1
GPAM,GPAM
GPANK1,GPANK1
GPAT2,GPAT2
GPAT3,GPAT3
GPAT4,GPAT4
GPATCH1,GPATCH1
GPATCH11,GPATCH11
GPATCH2,GPATCH2
GPATCH2L,GPATCH2L
GPATCH3,GPATCH3
GPATCH4,GPATCH4
GPATCH8,GPATCH8
GPB-2,GPB-2
GPBAR1,GPBAR1
GPBP1,GPBP1
GPBP1L1,GPBP1L1
GPBP1L2,GPBP1L2
GPC-1,GPC-1
GPC1,GPC1
GPC1A,GPC1A
GPC1B,GPC1B
GPC2,GPC2
GPC3,GPC3
GPC4,GPC4
GPC5,GPC5
GPC5-AS1,GPC5-AS1
GPC5B,GPC5B
GPC5C,GPC5C
GPC6,GPC6
GPC6A,GPC6A
GPC6B,GPC6B
GPCP-1,GPCP-1
GPCP-2,GPCP-2
GPCPD1,GPCPD1
GPD-1,GPD-1
GPD-3,GPD-3
GPD-4,GPD-4
GPD1,GPD1
GPD1A,GPD1A
GPD1B,GPD1B
GPD1C,GPD1C
GPD1L,GPD1L
GPD2,GPD2
GPDH-1,GPDH-1
GPDH1,GPDH1
GPER,GPER
GPER1,GPER1
GPHA2,GPHA2
GPHB5,GPHB5
GPHN,GPHN
GPHNA,GPHNA
GPHNB,GPHNB
GPI,GPI
GPI-1,GPI-1
GPI-PS,GPI-PS
GPI1,GPI1
GPIA,GPIA
GPIB,GPIB
GPIHBP1,GPIHBP1
GPKOW,GPKOW
GPLD1,GPLD1
GPM6A,GPM6A
GPM6AA,GPM6AA
GPM6AB,GPM6AB
GPM6B,GPM6B
GPM6BA,GPM6BA
GPM6BB,GPM6BB
GPN1,GPN1
GPN2,GPN2
GPN3,GPN3
GPNMB,GPNMB
GPNMB.L,GPNMB.L
GPO1,GPO1
GPP,GPP
GPR1,GPR1
GPR101,GPR101
GPR107,GPR107
GPR108,GPR108
GPR119,GPR119
GPR12,GPR12
GPR125,GPR125
GPR132,GPR132
GPR135,GPR135
GPR137,GPR137
GPR137B,GPR137B
GPR137B-PS,GPR137B-PS
GPR137BA,GPR137BA
GPR137BB,GPR137BB
GPR137C,GPR137C
GPR139,GPR139
GPR141,GPR141
GPR142,GPR142
GPR143,GPR143
GPR146,GPR146
GPR148,GPR148
GPR149,GPR149
GPR15,GPR15
GPR150,GPR150
GPR151,GPR151
GPR152,GPR152
GPR153,GPR153
GPR155,GPR155
GPR155A,GPR155A
GPR155B,GPR155B
GPR156,GPR156
GPR157,GPR157
GPR158,GPR158
GPR158-AS1,GPR158-AS1
GPR158A,GPR158A
GPR158B,GPR158B
GPR160,GPR160
GPR161,GPR161
GPR162,GPR162
GPR165,GPR165
GPR17,GPR17
GPR171,GPR171
GPR173,GPR173
GPR174,GPR174
GPR176,GPR176
GPR179,GPR179
GPR18,GPR18
GPR180,GPR180
GPR182,GPR182
GPR183,GPR183
GPR183A,GPR183A
GPR183B,GPR183B
GPR184,GPR184
GPR19,GPR19
GPR199P,GPR199P
GPR20,GPR20
GPR21,GPR21
GPR22,GPR22
GPR22A,GPR22A
GPR22B,GPR22B
GPR25,GPR25
GPR26,GPR26
GPR27,GPR27
GPR3,GPR3
GPR31,GPR31
GPR31B,GPR31B
GPR32,GPR32
GPR33,GPR33
GPR34,GPR34
GPR34A,GPR34A
GPR34L,GPR34L
GPR35,GPR35
GPR35.1,GPR35.1
GPR37,GPR37
GPR37A,GPR37A
GPR37L1,GPR37L1
GPR37L1A,GPR37L1A
GPR37L1B,GPR37L1B
GPR39,GPR39
GPR4,GPR4
GPR42,GPR42
GPR45,GPR45
GPR50,GPR50
GPR52,GPR52
GPR55,GPR55
GPR55A,GPR55A
GPR6,GPR6
GPR61,GPR61
GPR61L,GPR61L
GPR62,GPR62
GPR63,GPR63
GPR65,GPR65
GPR68,GPR68
GPR75,GPR75
GPR75-ASB3,GPR75-ASB3
GPR78,GPR78
GPR78B,GPR78B
GPR82,GPR82
GPR83,GPR83
GPR84,GPR84
GPR85,GPR85
GPR87,GPR87
GPR88,GPR88
GPR89,GPR89
GPR89A,GPR89A
GPR89B,GPR89B
GPR98,GPR98
GPRASP1,GPRASP1
GPRASP2,GPRASP2
GPRC5A,GPRC5A
GPRC5B,GPRC5B
GPRC5BA,GPRC5BA
GPRC5C,GPRC5C
GPRC5D,GPRC5D
GPRC5D-AS1,GPRC5D-AS1
GPRC6A,GPRC6A
GPRIN1,GPRIN1
GPRIN2,GPRIN2
GPRIN3,GPRIN3
GPRK2,GPRK2
GPROP6,GPROP6
GPS1,GPS1
GPS2,GPS2
GPSM1,GPSM1
GPSM1A,GPSM1A
GPSM2,GPSM2
GPSM2L,GPSM2L
GPSM3,GPSM3
GPT,GPT
GPT2,GPT2
GPX,GPX
GPX-1,GPX-1
GPX-2,GPX-2
GPX-3,GPX-3
GPX-4,GPX-4
GPX-5,GPX-5
GPX-6,GPX-6
GPX-7,GPX-7
GPX-8,GPX-8
GPX1,GPX1
GPX1A,GPX1A
GPX1B,GPX1B
GPX1P1,GPX1P1
GPX2,GPX2
GPX2-PS1,GPX2-PS1
GPX2-PS2,GPX2-PS2
GPX3,GPX3
GPX4,GPX4
GPX4A,GPX4A
GPX4B,GPX4B
GPX5,GPX5
GPX6,GPX6
GPX7,GPX7
GPX8,GPX8
GR39A,GR39A
GR57A,GR57A
GR59D,GR59D
GR61A,GR61A
GR64B,GR64B
GR93C,GR93C
GR97A,GR97A
GR98D,GR98D
GRA,GRA
GRAF,GRAF
GRAMD1A,GRAMD1A
GRAMD1B,GRAMD1B
GRAMD1BA,GRAMD1BA
GRAMD1BB,GRAMD1BB
GRAMD1C,GRAMD1C
GRAMD2,GRAMD2
GRAMD2A,GRAMD2A
GRAMD2AA,GRAMD2AA
GRAMD2B,GRAMD2B
GRAMD2B.L,GRAMD2B.L
GRAMD3,GRAMD3
GRAMD4,GRAMD4
GRAMD4B,GRAMD4B
GRAP,GRAP
GRAP2,GRAP2
GRAP2B,GRAP2B
GRAPA,GRAPA
GRAPB,GRAPB
GRAPL,GRAPL
GRAS-1,GRAS-1
GRASLND,GRASLND
GRASP,GRASP
GRAU,GRAU
GRB,GRB
GRB10,GRB10
GRB10A,GRB10A
GRB10B,GRB10B
GRB14,GRB14
GRB2,GRB2
GRB2A,GRB2A
GRB2B,GRB2B
GRB7,GRB7
GRCC10,GRCC10
GRD,GRD
GRD-13,GRD-13
GRD-14,GRD-14
GRD-16,GRD-16
GRD-3,GRD-3
GRD-5,GRD-5
GRD-7,GRD-7
GRD-8,GRD-8
GRD-9,GRD-9
GREB1,GREB1
GREB1L,GREB1L
GREM1,GREM1
GREM1A,GREM1A
GREM2,GREM2
GREM2A,GREM2A
GREM2B,GREM2B
GREP1,GREP1
GRH-1,GRH-1
GRHL1,GRHL1
GRHL2,GRHL2
GRHL2A,GRHL2A
GRHL2B,GRHL2B
GRHL3,GRHL3
GRHPR,GRHPR
GRHPR.1,GRHPR.1
GRHPR.2,GRHPR.2
GRHPRA,GRHPRA
GRHPRB,GRHPRB
GRIA1,GRIA1
GRIA1A,GRIA1A
GRIA1B,GRIA1B
GRIA2,GRIA2
GRIA2A,GRIA2A
GRIA2B,GRIA2B
GRIA3,GRIA3
GRIA3A,GRIA3A
GRIA3B,GRIA3B
GRIA4,GRIA4
GRIA4A,GRIA4A
GRIA4B,GRIA4B
GRID1,GRID1
GRID1A,GRID1A
GRID1B,GRID1B
GRID2,GRID2
GRID2IP,GRID2IP
GRID2IPA,GRID2IPA
GRID2IPB,GRID2IPB
GRIFIN,GRIFIN
GRIK1,GRIK1
GRIK1-AS2,GRIK1-AS2
GRIK1A,GRIK1A
GRIK1B,GRIK1B
GRIK2,GRIK2
GRIK3,GRIK3
GRIK4,GRIK4
GRIK5,GRIK5
GRIK5-LIKE.1.L,GRIK5-LIKE.1.L
GRIM,GRIM
GRIN1,GRIN1
GRIN1A,GRIN1A
GRIN1B,GRIN1B
GRIN1OS,GRIN1OS
GRIN2A,GRIN2A
GRIN2AA,GRIN2AA
GRIN2AB,GRIN2AB
GRIN2B,GRIN2B
GRIN2BB,GRIN2BB
GRIN2C,GRIN2C
GRIN2CA,GRIN2CA
GRIN2CB,GRIN2CB
GRIN2D,GRIN2D
GRIN2DA,GRIN2DA
GRIN3A,GRIN3A
GRIN3B,GRIN3B
GRIN3BB,GRIN3BB
GRINA,GRINA
GRINAA,GRINAA
GRINAB,GRINAB
GRIP,GRIP
GRIP1,GRIP1
GRIP128,GRIP128
GRIP163,GRIP163
GRIP2,GRIP2
GRIP2A,GRIP2A
GRIP71,GRIP71
GRIP75,GRIP75
GRIPAP1,GRIPAP1
GRK,GRK
GRK-1,GRK-1
GRK-2,GRK-2
GRK1,GRK1
GRK1A,GRK1A
GRK1B,GRK1B
GRK2,GRK2
GRK3,GRK3
GRK4,GRK4
GRK5,GRK5
GRK5L,GRK5L
GRK6,GRK6
GRK7,GRK7
GRK7A,GRK7A
GRK7B,GRK7B
GRL-1,GRL-1
GRL-10,GRL-10
GRL-11,GRL-11
GRL-12,GRL-12
GRL-13,GRL-13
GRL-14,GRL-14
GRL-15,GRL-15
GRL-17,GRL-17
GRL-18,GRL-18
GRL-19,GRL-19
GRL-20,GRL-20
GRL-21,GRL-21
GRL-22,GRL-22
GRL-23,GRL-23
GRL-24,GRL-24
GRL-25,GRL-25
GRL-26,GRL-26
GRL-29,GRL-29
GRL-3,GRL-3
GRL-5,GRL-5
GRL-7,GRL-7
GRL-9,GRL-9
GRLF1-PS1,GRLF1-PS1
GRM1,GRM1
GRM1A,GRM1A
GRM1B,GRM1B
GRM2,GRM2
GRM2A,GRM2A
GRM2B,GRM2B
GRM3,GRM3
GRM4,GRM4
GRM5,GRM5
GRM5A,GRM5A
GRM5B,GRM5B
GRM6,GRM6
GRM6A,GRM6A
GRM6B,GRM6B
GRM7,GRM7
GRM8,GRM8
GRM8A,GRM8A
GRM8B,GRM8B
GRN,GRN
GRNA,GRNA
GRNA.1,GRNA.1
GRNA.2,GRNA.2
GRNAS,GRNAS
GRNB,GRNB
GRO1,GRO1
GRP,GRP
GRP78,GRP78
GRP94,GRP94
GRPEL1,GRPEL1
GRPEL2,GRPEL2
GRPEL2-AS1,GRPEL2-AS1
GRPR,GRPR
GRSF1,GRSF1
GRSP-3,GRSP-3
GRTP1,GRTP1
GRTP1A,GRTP1A
GRWD1,GRWD1
GRX3,GRX3
GRXCR1,GRXCR1
GRXCR2,GRXCR2
GS,GS
GS1,GS1
GS1-204I12.4,GS1-204I12.4
GS1-24F4.2,GS1-24F4.2
GS1-279B7.1,GS1-279B7.1
GS1L,GS1L
GS2,GS2
GSA-1,GSA-1
GSAP,GSAP
GSC,GSC
GSC2,GSC2
GSDF,GSDF
GSDMA,GSDMA
GSDMA2,GSDMA2
GSDMA3,GSDMA3
GSDMB,GSDMB
GSDMC,GSDMC
GSDMC2,GSDMC2
GSDMC3,GSDMC3
GSDMC4,GSDMC4
GSDMCL-PS,GSDMCL-PS
GSDMCL1,GSDMCL1
GSDMCL2,GSDMCL2
GSDMD,GSDMD
GSDME,GSDME
GSDMEB,GSDMEB
GSE1,GSE1
GSEC,GSEC
GSG1,GSG1
GSG1L,GSG1L
GSG1L2,GSG1L2
GSG1L2B,GSG1L2B
GSG2,GSG2
GSK-3,GSK-3
GSK3A,GSK3A
GSK3AB,GSK3AB
GSK3B,GSK3B
GSK3BA,GSK3BA
GSKA-3,GSKA-3
GSKIP,GSKIP
GSL,GSL
GSN,GSN
GSN-AS1,GSN-AS1
GSNA,GSNA
GSNB,GSNB
GSNL-1,GSNL-1
GSP-1,GSP-1
GSP-2,GSP-2
GSP-3,GSP-3
GSP-4,GSP-4
GSPD-1,GSPD-1
GSPT1,GSPT1
GSPT1.S,GSPT1.S
GSPT1L,GSPT1L
GSPT2,GSPT2
GSR,GSR
GSS,GSS
GSSOS1,GSSOS1
GST,GST
GST-1,GST-1
GST-10,GST-10
GST-11,GST-11
GST-12,GST-12
GST-13,GST-13
GST-14,GST-14
GST-15,GST-15
GST-16,GST-16
GST-19,GST-19
GST-2,GST-2
GST-20,GST-20
GST-21,GST-21
GST-22,GST-22
GST-24,GST-24
GST-25,GST-25
GST-26,GST-26
GST-27,GST-27
GST-28,GST-28
GST-29,GST-29
GST-3,GST-3
GST-30,GST-30
GST-31,GST-31
GST-33,GST-33
GST-35,GST-35
GST-36,GST-36
GST-37,GST-37
GST-38,GST-38
GST-39,GST-39
GST-4,GST-4
GST-40,GST-40
GST-42,GST-42
GST-43,GST-43
GST-5,GST-5
GST-6,GST-6
GST-7,GST-7
GST-8,GST-8
GST-9,GST-9
GST1D_ANOGA,GST1D_ANOGA
GSTA,GSTA
GSTA.1,GSTA.1
GSTA.2,GSTA.2
GSTA1,GSTA1
GSTA1.1,GSTA1.1
GSTA1.2,GSTA1.2
GSTA1.3,GSTA1.3
GSTA2,GSTA2
GSTA3,GSTA3
GSTA4,GSTA4
GSTA5,GSTA5
GSTA6,GSTA6
GSTA7P,GSTA7P
GSTCD,GSTCD
GSTD1,GSTD1
GSTD10,GSTD10
GSTD2,GSTD2
GSTD3,GSTD3
GSTD4,GSTD4
GSTD5,GSTD5
GSTD6,GSTD6
GSTD7,GSTD7
GSTD8,GSTD8
GSTD9,GSTD9
GSTE1,GSTE1
GSTE10,GSTE10
GSTE11,GSTE11
GSTE12,GSTE12
GSTE13,GSTE13
GSTE14,GSTE14
GSTE2,GSTE2
GSTE3,GSTE3
GSTE4,GSTE4
GSTE5,GSTE5
GSTE6,GSTE6
GSTE7,GSTE7
GSTE8,GSTE8
GSTE9,GSTE9
GSTK-1,GSTK-1
GSTK1,GSTK1
GSTM.1,GSTM.1
GSTM.2,GSTM.2
GSTM.3,GSTM.3
GSTM1,GSTM1
GSTM2,GSTM2
GSTM2-PS1,GSTM2-PS1
GSTM2P1,GSTM2P1
GSTM3,GSTM3
GSTM4,GSTM4
GSTM5,GSTM5
GSTM6,GSTM6
GSTM6L,GSTM6L
GSTM7,GSTM7
GSTO-1,GSTO-1
GSTO-2,GSTO-2
GSTO-3,GSTO-3
GSTO1,GSTO1
GSTO2,GSTO2
GSTO3,GSTO3
GSTP-PS,GSTP-PS
GSTP1,GSTP1
GSTP1.1,GSTP1.1
GSTP1.L,GSTP1.L
GSTP2,GSTP2
GSTP3,GSTP3
GSTR,GSTR
GSTS1,GSTS1
GSTS2,GSTS2
GSTS3,GSTS3
GSTS4,GSTS4
GSTS5,GSTS5
GSTS6,GSTS6
GSTT1,GSTT1
GSTT1A,GSTT1A
GSTT1B,GSTT1B
GSTT1L,GSTT1L
GSTT2,GSTT2
GSTT2_ANOGA,GSTT2_ANOGA
GSTT2B,GSTT2B
GSTT3,GSTT3
GSTT4,GSTT4
GSTTP2,GSTTP2
GSTU1,GSTU1
GSTU2,GSTU2
GSTZ1,GSTZ1
GSTZ2,GSTZ2
GSX1,GSX1
GSX2,GSX2
GT(ROSA)26SOR,GT(ROSA)26SOR
GTA-1,GTA-1
GTAP-1,GTAP-1
GTBP-1,GTBP-1
GTDC1,GTDC1
GTF2A1,GTF2A1
GTF2A1.S,GTF2A1.S
GTF2A1L,GTF2A1L
GTF2A2,GTF2A2
GTF2B,GTF2B
GTF2E1,GTF2E1
GTF2E1.2,GTF2E1.2
GTF2E2,GTF2E2
GTF2F1,GTF2F1
GTF2F2,GTF2F2
GTF2F2A,GTF2F2A
GTF2H1,GTF2H1
GTF2H2,GTF2H2
GTF2H2B,GTF2H2B
GTF2H2C,GTF2H2C
GTF2H2C_2,GTF2H2C_2
GTF2H3,GTF2H3
GTF2H4,GTF2H4
GTF2H5,GTF2H5
GTF2I,GTF2I
GTF2I-AS1,GTF2I-AS1
GTF2IP1,GTF2IP1
GTF2IP12,GTF2IP12
GTF2IP13,GTF2IP13
GTF2IP14,GTF2IP14
GTF2IP20,GTF2IP20
GTF2IP4,GTF2IP4
GTF2IRD1,GTF2IRD1
GTF2IRD1P1,GTF2IRD1P1
GTF2IRD2,GTF2IRD2
GTF2IRD2B,GTF2IRD2B
GTF3A,GTF3A
GTF3AA,GTF3AA
GTF3AB,GTF3AB
GTF3C1,GTF3C1
GTF3C2,GTF3C2
GTF3C2-AS1,GTF3C2-AS1
GTF3C3,GTF3C3
GTF3C4,GTF3C4
GTF3C5,GTF3C5
GTF3C6,GTF3C6
GTL2,GTL2
GTPB1,GTPB1
GTPBP1,GTPBP1
GTPBP10,GTPBP10
GTPBP1L,GTPBP1L
GTPBP2,GTPBP2
GTPBP2B,GTPBP2B
GTPBP3,GTPBP3
GTPBP4,GTPBP4
GTPBP6,GTPBP6
GTPBP8,GTPBP8
GTPX1,GTPX1
GTSCR1,GTSCR1
GTSE1,GTSE1
GTSE1-DT,GTSE1-DT
GTSF-1,GTSF-1
GTSF1,GTSF1
GTSF1L,GTSF1L
GTSF2,GTSF2
GUCA1A,GUCA1A
GUCA1B,GUCA1B
GUCA1C,GUCA1C
GUCA1D,GUCA1D
GUCA1E,GUCA1E
GUCA1G,GUCA1G
GUCA2A,GUCA2A
GUCA2B,GUCA2B
GUCD1,GUCD1
GUCY1A1,GUCY1A1
GUCY1A2,GUCY1A2
GUCY1A3,GUCY1A3
GUCY1B1,GUCY1B1
GUCY1B2,GUCY1B2
GUCY1B3,GUCY1B3
GUCY2C,GUCY2C
GUCY2CA,GUCY2CA
GUCY2D,GUCY2D
GUCY2E,GUCY2E
GUCY2EP,GUCY2EP
GUCY2F,GUCY2F
GUCY2G,GUCY2G
GUCY2GP,GUCY2GP
GUF1,GUF1
GUK1,GUK1
GUK1A,GUK1A
GUK1B,GUK1B
GULO,GULO
GULOP,GULOP
GULP1,GULP1
GULP1A,GULP1A
GULP1B,GULP1B
GUR-3,GUR-3
GUS,GUS
GUSB,GUSB
GUSBP1,GUSBP1
GUSBP10,GUSBP10
GUSBP11,GUSBP11
GUSBP13,GUSBP13
GUSBP14,GUSBP14
GUSBP15,GUSBP15
GUSBP17,GUSBP17
GUSBP2,GUSBP2
GUSBP3,GUSBP3
GUSBP4,GUSBP4
GUSBP5,GUSBP5
GUSBP9,GUSBP9
GVIN1,GVIN1
GVIN2,GVIN2
GVIN3,GVIN3
GVINP1,GVINP1
GVQW3,GVQW3
GXIVSPLA2,GXIVSPLA2
GXYLT1,GXYLT1
GXYLT1A,GXYLT1A
GXYLT1B,GXYLT1B
GXYLT2,GXYLT2
GYAR,GYAR
GYC32E,GYC32E
GYG,GYG
GYG-1,GYG-1
GYG-2,GYG-2
GYG-3,GYG-3
GYG1,GYG1
GYG1A,GYG1A
GYG1B,GYG1B
GYG2,GYG2
GYKL1,GYKL1
GYLTL1B,GYLTL1B
GYPA,GYPA
GYPB,GYPB
GYPC,GYPC
GYPE,GYPE
GYS1,GYS1
GYS2,GYS2
GZF1,GZF1
GZM3,GZM3
GZM3.2,GZM3.2
GZM3.3,GZM3.3
GZMA,GZMA
GZMB,GZMB
GZMBL1,GZMBL1
GZMBL2,GZMBL2
GZMBL3,GZMBL3
GZMC,GZMC
GZMD,GZMD
GZME,GZME
GZMF,GZMF
GZMG,GZMG
GZMH,GZMH
GZMH.S,GZMH.S
GZMK,GZMK
GZMM,GZMM
GZMN,GZMN
H,H
H01G02.1,H01G02.1
H01M10.1,H01M10.1
H02F09.2,H02F09.2
H02F09.3,H02F09.3
H03E18.1,H03E18.1
H03G16.7,H03G16.7
H04D03.2,H04D03.2
H04J21.1,H04J21.1
H04M03.12,H04M03.12
H04M03.3,H04M03.3
H05L14.1,H05L14.1
H05L14.2,H05L14.2
H06A10.1,H06A10.1
H06H21.8,H06H21.8
H06I04.5,H06I04.5
H06I04.6,H06I04.6
H06O01.4,H06O01.4
H08M01.1,H08M01.1
H09F14.1,H09F14.1
H1-0,H1-0
H1-0.L,H1-0.L
H1-1,H1-1
H1-10,H1-10
H1-10-AS1,H1-10-AS1
H1-10.S,H1-10.S
H1-2,H1-2
H1-3,H1-3
H1-4,H1-4
H1-5,H1-5
H1-6,H1-6
H1-6.L,H1-6.L
H1-7,H1-7
H1-8,H1-8
